doc_id,title,abstract
92499,The journey of developing hematopoietic stem cells.,"Hematopoietic stem cells (HSCs) develop during embryogenesis in a complex process that involves multiple anatomical sites. Once HSC precursors have been specified from mesoderm, they have to mature into functional HSCs and undergo self-renewing divisions to generate a pool of HSCs. During this process, developing HSCs migrate through various embryonic niches, which provide signals for their establishment and the conservation of their self-renewal ability. These processes have to be recapitulated to generate HSCs from embryonic stem cells. Elucidating the interactions between developing HSCs and their niches should facilitate the generation and expansion of HSCs in vitro to exploit their clinical potential."
97884,The sacroiliac joint in the spondyloarthropathies.,"The term spondyloarthropathy (SpA) describes and defines a group of related inflammatory joint disease that share characteristic clinical features and a unique association with the major histocompatibility complex class I molecule HLA-B27. Five subgroups can be differentiated: ankylosing spondylitis, reactive arthritis, psoriatic arthritis, arthritis associated with inflammatory bowel disease, and undifferentiated SpA. The sacroiliac joints are centrally involved in the SpA, most clearly and pathognomonic in ankylosing spondylitis, in which most patients are affected early in the disease. Overcoming some of the diagnostic difficulties of early sacroiliitis, dynamic magnetic resonance imaging was shown to visualize both acute and chronic changes in the sacroiliac joints. The inflammation in the sacroiliac joints in patients with SpA was recently examined in more detail; using immunohistology and in situ hybridrization, T cells, macrophages, and various cytokines were found in infiltrates. Biopsy specimens were obtained under guided computed tomography, and in the same study, intra-articular corticosteroid treatment was successfully undertaken. Further investigation of such biopsy specimens showed the absence of DNA of reactive arthritis-associated bacteria. The pathogenesis of the SpA and the reason for the tropism for the sacroiliac joints is still obscure. The nature of the relation of the genetic background of SpA to initially triggering bacterial infections remains to be established. In chronic disease, autoimmune mechanisms might be more important."
102662,A rapid method for extraction of cotton (Gossypium spp.) genomic DNA suitable for RFLP or PCR analysis,"Extraction of high-quality genomic DNA fromGossypium (cotton) species is difficult due to high levels of polysaccharide, oxidizable quinones, and other interfering substances. We describe a procedure that consistently permits isolation of cotton genomic DNA of satisfactory size and quality for RFLP and PCR analysis, as well as for most routine cloning applications. Several antioxidants, phenol-binding reagents, and phenol oxidase inhibitors are used throughout the procedure, and most polysaccharides are eliminated early in the procedure by isolation of nuclei."
103007,"Cross sectional stature and weight reference curves for the UK, 1990.","The current reference curves of stature and weight for the UK were first published in 1966 and have been used ever since despite increasing concern that they may not adequately describe the growth of present day British children. Using current data from seven sources new reference curves have been estimated from birth to 20 years for children in 1990. The great majority of the data are nationally representative. The analysis used Cole's LMS method and has produced efficient estimates of the conventional centiles and gives a good fit to the data. These curves differ from the currently used curves at key ages for both stature and weight. In view of the concerns expressed about the current curves and the differences between them and the new curves, it is proposed that the curves presented here should be adopted as the new UK reference curves."
104130,The suture provides a niche for mesenchymal stem cells of craniofacial bones,"Bone tissue undergoes constant turnover supported by stem cells. Recent studies showed that perivascular mesenchymal stem cells (MSCs) contribute to the turnover of long bones. Craniofacial bones are flat bones derived from a different embryonic origin than the long bones. The identity and regulating niche for craniofacial-bone MSCs remain unknown. Here, we identify Gli1+ cells within the suture mesenchyme as the main MSC population for craniofacial bones. They are not associated with vasculature, give rise to all craniofacial bones in the adult and are activated during injury repair. Gli1+ cells are typical MSCs in vitro. Ablation of Gli1+ cells leads to craniosynostosis and arrest of skull growth, indicating that these cells are an indispensable stem cell population. Twist1(+/-) mice with craniosynostosis show reduced Gli1+ MSCs in sutures, suggesting that craniosynostosis may result from diminished suture stem cells. Our study indicates that craniofacial sutures provide a unique niche for MSCs for craniofacial bone homeostasis and repair."
106301,Cardiac neural crest cells contribute to the dormant multipotent stem cell in the mammalian heart,"Arodent cardiac side population cell fraction formed clonal spheroids in serum-free medium, which expressed nestin, Musashi-1, and multi-drug resistance transporter gene 1, markers of undifferentiated neural precursor cells. These markers were lost following differentiation, and were replaced by the expression of neuron-, glial-, smooth muscle cell–, or cardiomyocyte-specific proteins. Cardiosphere-derived cells transplanted into chick embryos migrated to the truncus arteriosus and cardiac outflow tract and contributed to dorsal root ganglia, spinal nerves, and aortic smooth muscle cells. Lineage studies using double transgenic mice encoding protein 0–Cre/Floxed-EGFP revealed undifferentiated and differentiated neural crest-derived cells in the fetal myocardium. Undifferentiated cells expressed GATA-binding protein 4 and nestin, but not actinin, whereas the differentiated cells were identified as cardiomyocytes. These results suggest that cardiac neural crest-derived cells migrate into the heart, remain there as dormant multipotent stem cells—and under the right conditions—differentiate into cardiomyocytes and typical neural crest-derived cells, including neurons, glia, and smooth muscle."
116792,The mammalian target of rapamycin signaling pathway mediates epileptogenesis in a model of temporal lobe epilepsy.,"Understanding molecular mechanisms mediating epileptogenesis is critical for developing more effective therapies for epilepsy. We recently found that the mammalian target of rapamycin (mTOR) signaling pathway is involved in epileptogenesis, and mTOR inhibitors prevent epilepsy in a mouse model of tuberous sclerosis complex. Here, we investigated the potential role of mTOR in a rat model of temporal lobe epilepsy initiated by status epilepticus. Acute kainate-induced seizures resulted in biphasic activation of the mTOR pathway, as evident by an increase in phospho-S6 (P-S6) expression. An initial rise in P-S6 expression started approximately 1 h after seizure onset, peaked at 3-6 h, and returned to baseline by 24 h in both hippocampus and neocortex, reflecting widespread stimulation of mTOR signaling by acute seizure activity. After resolution of status epilepticus, a second increase in P-S6 was observed in hippocampus only, which started at 3 d, peaked 5-10 d, and persisted for several weeks after kainate injection, correlating with the development of chronic epileptogenesis within hippocampus. The mTOR inhibitor rapamycin, administered before kainate, blocked both the acute and chronic phases of seizure-induced mTOR activation and decreased kainate-induced neuronal cell death, neurogenesis, mossy fiber sprouting, and the development of spontaneous epilepsy. Late rapamycin treatment, after termination of status epilepticus, blocked the chronic phase of mTOR activation and reduced mossy fiber sprouting and epilepsy but not neurogenesis or neuronal death. These findings indicate that mTOR signaling mediates mechanisms of epileptogenesis in the kainate rat model and that mTOR inhibitors have potential antiepileptogenic effects in this model."
118568,Acute administration of recombinant Angiopoietin-1 ameliorates multiple-organ dysfunction syndrome and improves survival in murine sepsis.,"INTRODUCTION Endothelial activation leading to vascular barrier breakdown plays an essential role in the pathophysiology of multiple-organ dysfunction syndrome (MODS) in sepsis. Increasing evidence suggests that the function of the vessel-protective factor Angiopoietin-1 (Ang-1), a ligand of the endothelial-specific Tie2 receptor, is inhibited by its antagonist Angiopoietin-2 (Ang-2) during sepsis. In order to reverse the effects of the sepsis-induced suppression of Ang-1 and elevation of Ang-2 we aimed to investigate whether an intravenous injection of recombinant human (rh) Ang-1 protects against MODS in murine sepsis.   
 METHODS Polymicrobiological abdominal sepsis was induced by cecal ligation and puncture (CLP). Mice were treated with either 1 μg of intravenous rhAng-1 or control buffer immediately after CLP induction and every 8h thereafter. Sham-operated animals served as time-matched controls.   
 RESULTS Compared to buffer-treated controls, rhAng-1 treated septic mice showed significant improvements in several hematologic and biochemical indicators of MODS. Moreover, rhAng-1 stabilized endothelial barrier function, as evidenced by inhibition of protein leakage from lung capillaries into the alveolar compartment. Histological analysis revealed that rhAng-1 treatment attenuated leukocyte infiltration in lungs and kidneys of septic mice, probably due to reduced endothelial adhesion molecule expression in rhAng-1 treated mice. Finally, the protective effects of rhAng-1 treatment were reflected by an improved survival time in a lethal CLP model.   
 CONCLUSIONS In a clinically relevant murine sepsis model, intravenous rhAng-1 treatment alone is sufficient to significantly improve a variety of sepsis-associated organ dysfunctions and survival time, most likely by preserving endothelial barrier function. Further studies are needed to pave the road for clinical application of this therapy concept."
120626,Mechanisms linking obesity to insulin resistance and type 2 diabetes,"Obesity is associated with an increased risk of developing insulin resistance and type 2 diabetes. In obese individuals, adipose tissue releases increased amounts of non-esterified fatty acids, glycerol, hormones, pro-inflammatory cytokines and other factors that are involved in the development of insulin resistance. When insulin resistance is accompanied by dysfunction of pancreatic islet β-cells — the cells that release insulin — failure to control blood glucose levels results. Abnormalities in β-cell function are therefore critical in defining the risk and development of type 2 diabetes. This knowledge is fostering exploration of the molecular and genetic basis of the disease and new approaches to its treatment and prevention."
123859,Tracking the fate of glomerular epithelial cells in vivo using serial multiphoton imaging in novel mouse models with fluorescent lineage tags,"Podocytes are critical in the maintenance of a healthy glomerular filter; however, they have been difficult to study in the intact kidney because of technical limitations. Here we report the development of serial multiphoton microscopy (MPM) of the same glomeruli over several days to visualize the motility of podocytes and parietal epithelial cells (PECs) in vivo. In podocin-GFP mice, podocytes formed sporadic multicellular clusters after unilateral ureteral ligation and migrated into the parietal Bowman's capsule. The tracking of single cells in podocin-confetti mice featuring cell-specific expression of CFP, GFP, YFP or RFP revealed the simultaneous migration of multiple podocytes. In phosphoenolpyruvate carboxykinase (PEPCK)-GFP mice, serial MPM found PEC-to-podocyte migration and nanotubule connections. Our data support a highly dynamic rather than a static nature of the glomerular environment and cellular composition. Future application of this new approach should advance our understanding of the mechanisms of glomerular injury and regeneration."
140874,CTCF binding at the H19 imprinting control region mediates maternally inherited higher-order chromatin conformation to restrict enhancer access to Igf2.,"It is thought that the H19 imprinting control region (ICR) directs the silencing of the maternally inherited Igf2 allele through a CTCF-dependent chromatin insulator. The ICR has been shown to interact physically with a silencer region in Igf2, differentially methylated region (DMR)1, but the role of CTCF in this chromatin loop and whether it restricts the physical access of distal enhancers to Igf2 is not known. We performed systematic chromosome conformation capture analyses in the Igf2/H19 region over >160 kb, identifying sequences that interact physically with the distal enhancers and the ICR. We found that, on the paternal chromosome, enhancers interact with the Igf2 promoters but that, on the maternal allele, this is prevented by CTCF binding within the H19 ICR. CTCF binding in the maternal ICR regulates its interaction with matrix attachment region (MAR)3 and DMR1 at Igf2, thus forming a tight loop around the maternal Igf2 locus, which may contribute to its silencing. Mutation of CTCF binding sites in the H19 ICR leads to loss of CTCF binding and de novo methylation of a CTCF target site within Igf2 DMR1, showing that CTCF can coordinate regional epigenetic marks. This systematic chromosome conformation capture analysis of an imprinting cluster reveals that CTCF has a critical role in the epigenetic regulation of higher-order chromatin structure and gene silencing over considerable distances in the genome."
143251,De novo assembly of a PML nuclear subcompartment occurs through multiple pathways and induces telomere elongation.,"Telomerase-negative tumor cells use an alternative lengthening of telomeres (ALT) pathway that involves DNA recombination and repair to maintain their proliferative potential. The cytological hallmark of this process is the accumulation of promyelocytic leukemia (PML) nuclear protein at telomeric DNA to form ALT-associated PML bodies (APBs). Here, the de novo formation of a telomeric PML nuclear subcompartment was investigated by recruiting APB protein components. We show that functionally distinct proteins were able to initiate the formation of bona fide APBs with high efficiency in a self-organizing and self-propagating manner. These included: (1) PML and Sp100 as the constituting components of PML nuclear bodies, (2) telomere repeat binding factors 1 and 2 (TRF1 and TRF2, respectively), (3) the DNA repair protein NBS1 and (4) the SUMO E3 ligase MMS21, as well as the isolated SUMO1 domain, through an interacting domain of another protein factor. By contrast, the repair factors Rad9, Rad17 and Rad51 were less efficient in APB nucleation but were recruited to preassembled APBs. The artificially created APBs induced telomeric extension through a DNA repair mechanism, as inferred from their colocalization with sites of non-replicative DNA synthesis and histone H2A.X phosphorylation, and an increase of the telomere repeat length. These activities were absent after recruitment of the APB factors to a pericentric locus and establish APBs as functional intermediates of the ALT pathway."
152245,Effects of an opal termination codon preceding the nsP4 gene sequence in the O'Nyong-Nyong virus genome on Anopheles gambiae infectivity.,"The genomic RNA of an alphavirus encodes four different nonstructural proteins, nsP1, nsP2, nsP3, and nsP4. The polyprotein P123 is produced when translation terminates at an opal termination codon between nsP3 and nsP4. The polyprotein P1234 is produced when translational readthrough occurs or when the opal termination codon has been replaced by a sense codon in the alphavirus genome. Evolutionary pressures appear to have maintained genomic sequences encoding both a stop codon (opal) and an open reading frame (arginine) as a general feature of the O'nyong-nyong virus (ONNV) genome, indicating that both are required at some point. Alternate replication of ONNVs in both vertebrate and invertebrate hosts may determine predominance of a particular codon at this locus in the viral quasispecies. However, no systematic study has previously tested this hypothesis in whole animals. We report here the results of the first study to investigate in a natural mosquito host the functional significance of the opal stop codon in an alphavirus genome. We used a full-length cDNA clone of ONNV to construct a series of mutants in which the arginine between nsP3 and nsP4 was replaced with an opal, ochre, or amber stop codon. The presence of an opal stop codon upstream of nsP4 nearly doubled (75.5%) the infectivity of ONNV over that of virus possessing a codon for the amino acid arginine at the corresponding position (39.8%). Although the frequency with which the opal virus disseminated from the mosquito midgut did not differ significantly from that of the arginine virus on days 8 and 10, dissemination did began earlier in mosquitoes infected with the opal virus. Although a clear fitness advantage is provided to ONNV by the presence of an opal codon between nsP3 and nsP4 in Anopheles gambiae, sequence analysis of ONNV RNA extracted from mosquito bodies and heads indicated codon usage at this position corresponded with that of the virus administered in the blood meal. These results suggest that while selection of ONNV variants is occurring, de novo mutation at the position between nsP3 and nsP4 does not readily occur in the mosquito. Taken together, these results suggest that the primary fitness advantage provided to ONNV by the presence of an opal codon between nsP3 and nsP4 is related to mosquito infectivity."
153744,Down-regulation of a host microRNA by a Herpesvirus saimiri noncoding RNA.,"T cells transformed by Herpesvirus saimiri express seven viral U-rich noncoding RNAs of unknown function called HSURs. We noted that conserved sequences in HSURs 1 and 2 constitute potential binding sites for three host-cell microRNAs (miRNAs). Coimmunoprecipitation experiments confirmed that HSURs 1 and 2 interact with the predicted miRNAs in virally transformed T cells. The abundance of one of these miRNAs, miR-27, is dramatically lowered in transformed cells, with consequent effects on the expression of miR-27 target genes. Transient knockdown and ectopic expression of HSUR 1 demonstrate that it directs degradation of mature miR-27 in a sequence-specific and binding-dependent manner. This viral strategy illustrates use of a ncRNA to manipulate host-cell gene expression via the miRNA pathway."
159469,HTRF: A Technology Tailored for Drug Discovery –A Review of Theoretical Aspects and Recent Applications,"HTRF (Homogeneous Time Resolved Fluorescence) is the most frequently used generic assay technology to measure analytes in a homogenous format, which is the ideal platform used for drug target studies in high-throughput screening (HTS). This technology combines fluorescence resonance energy transfer technology (FRET) with time-resolved measurement (TR). In TR-FRET assays, a signal is generated through fluorescent resonance energy transfer between a donor and an acceptor molecule when in close proximity to each other. Buffer and media interference is dramatically reduced by dual-wavelength detection, and the final signal is proportional to the extent of product formation. The HTRF assay is usually sensitive and robust that can be miniaturized into the 384 and 1536-well plate formats. This assay technology has been applied to many antibody-based assays including GPCR signaling (cAMP and IP-One), kinases, cytokines and biomarkers, bioprocess (antibody and protein production), as well as the assays for protein-protein, proteinpeptide, and protein-DNA/RNA interactions. Since its introduction to the drug-screening world over ten years ago, researchers have used HTRF to expedite the study of GPCRs, kinases, new biomarkers, protein-protein interactions, and other targets of interest. HTRF has also been utilized as an alternative method for bioprocess monitoring. The first-generation HTRF technology, which uses Europium cryptate as a fluorescence donor to monitor reactions between biomolecules, was extended in 2008 through the introduction of a second-generation donor, Terbium cryptate (Tb), enhancing screening performance. Terbium cryptate possesses different photophysical properties compared to Europium, including increased quantum yield and a higher molar extinction coefficient. In addition to being compatible with the same acceptor fluorophors used with Europium, it can serve as a donor fluorophore to green-emitting fluors because it has multiple emission peaks including one at 490 nm. Moreover, all Terbium HTRF assays can be read on the same HTRF-compatible instruments as Europium HTRF assays. Overall, HTRF is a highly sensitive, robust technology for the detection of molecular interactions in vitro and is widely used for primary and secondary screening phases of drug development. This review addresses the general principles of HTRF and its current applications in drug discovery."
164189,Chk1 inhibits replication factory activation but allows dormant origin firing in existing factories,"Replication origins are licensed by loading MCM2-7 hexamers before entry into S phase. However, only ∼10% of licensed origins are normally used in S phase, with the others remaining dormant. When fork progression is inhibited, dormant origins initiate nearby to ensure that all of the DNA is eventually replicated. In apparent contrast, replicative stress activates ataxia telangiectasia and rad-3-related (ATR) and Chk1 checkpoint kinases that inhibit origin firing. In this study, we show that at low levels of replication stress, ATR/Chk1 predominantly suppresses origin initiation by inhibiting the activation of new replication factories, thereby reducing the number of active factories. At the same time, inhibition of replication fork progression allows dormant origins to initiate within existing replication factories. The inhibition of new factory activation by ATR/Chk1 therefore redirects replication toward active factories where forks are inhibited and away from regions that have yet to start replication. This minimizes the deleterious consequences of fork stalling and prevents similar problems from arising in unreplicated regions of the genome."
